CURSO,GENERO,TIPO,CAMPUS,GPA,IGS
2010-2011,Masculino,Publica,ARECIBO,3,242
2013-2014,Femenino,Privada,RIOPIEDRAS,3.58,330
2011-2012,Femenino,Publica,RIOPIEDRAS,3.89,304
2011-2012,Femenino,Privada,RIOPIEDRAS,4,364
2009-2010,Femenino,Privada,RIOPIEDRAS,3.92,310
2013-2014,Femenino,Privada,RIOPIEDRAS,3.94,308
2010-2011,Masculino,Publica,PONCE,3.65,264
2011-2012,Masculino,Privada,RUM,3.84,311
2013-2014,Masculino,Privada,RIOPIEDRAS,3.98,341
2013-2014,Femenino,Publica,RUM,3.88,317
2009-2010,Femenino,Privada,PONCE,3.92,310
2013-2014,Femenino,Privada,RIOPIEDRAS,3,282
2009-2010,Femenino,Privada,RIOPIEDRAS,3.99,350
2013-2014,Masculino,Privada,RUM,3.98,341
2013-2014,Masculino,Publica,RIOPIEDRAS,3.96,302
2013-2014,Masculino,Publica,RUM,3.68,294
2009-2010,Masculino,Publica,PONCE,3.63,302
2013-2014,Femenino,Privada,RIOPIEDRAS,3.58,330
2011-2012,Masculino,Privada,PONCE,3.84,311
2013-2014,Masculino,Publica,RIOPIEDRAS,3.96,302
2012-2013,Masculino,Publica,UTUADO,2.8,209
2013-2014,Femenino,Publica,PONCE,3.94,284
2010-2011,Femenino,Privada,RIOPIEDRAS,3.63,301
2013-2014,Femenino,Publica,RIOPIEDRAS,3.55,299
2010-2011,Femenino,Privada,RUM,3.84,302
2013-2014,Femenino,Publica,PONCE,3.18,247
2011-2012,Femenino,Publica,PONCE,3.83,304
2013-2014,Femenino,Publica,UTUADO,2.93,240
2013-2014,Masculino,Publica,CAROLINA,3.52,304
2009-2010,Masculino,Privada,HUMACAO,3.94,284
2009-2010,Masculino,Publica,RUM,3.77,356
2013-2014,Femenino,Publica,AGUADILLA,3.18,247
2012-2013,Femenino,Publica,RIOPIEDRAS,4,309
2011-2012,Femenino,Privada,RIOPIEDRAS,4,365
2010-2011,Femenino,Privada,RIOPIEDRAS,3.79,335
2013-2014,Masculino,Publica,AGUADILLA,2.71,269
2011-2012,Femenino,Publica,HUMACAO,3.34,271
2009-2010,Masculino,Privada,RUM,2.73,242
2010-2011,Femenino,Publica,PONCE,2.91,259
2013-2014,Femenino,Publica,CAYEY,3.82,284
2013-2014,Masculino,Publica,RIOPIEDRAS,3.96,337
2011-2012,Masculino,Privada,RUM,3.76,325
2009-2010,Femenino,Publica,RUM,3.87,330
2010-2011,Masculino,Privada,RUM,4,332
2013-2014,Masculino,Privada,RIOPIEDRAS,3.27,304
2013-2014,Femenino,Privada,RUM,3.86,321
2013-2014,Femenino,Publica,HUMACAO,4,350
2009-2010,Femenino,Publica,UTUADO,3.93,331
2012-2013,Femenino,Publica,CAROLINA,3.1,246
2012-2013,Masculino,Privada,RUM,3.67,339
2013-2014,Femenino,Privada,RIOPIEDRAS,3.98,344
2009-2010,Femenino,Privada,PONCE,4,343
2013-2014,Femenino,Publica,PONCE,3.51,260
2012-2013,Masculino,Privada,BAYAMON,3.13,280
2009-2010,Masculino,Privada,CAROLINA,2.86,248
2009-2010,Femenino,Publica,ARECIBO,3.46,310
2013-2014,Femenino,Publica,PONCE,3.51,260
2013-2014,Femenino,Publica,CAYEY,3.82,284
2009-2010,Femenino,Privada,RIOPIEDRAS,3.29,327
2010-2011,Masculino,Privada,BAYAMON,3.02,281
2013-2014,Femenino,Publica,RUM,3.87,314
2009-2010,Femenino,Publica,AGUADILLA,3.28,246
2009-2010,Femenino,Publica,AGUADILLA,3.28,246
2010-2011,Femenino,Publica,AGUADILLA,3.97,304
2009-2010,Masculino,Privada,CAYEY,3.93,315
2013-2014,Femenino,Publica,ARECIBO,3.9,303
2010-2011,Femenino,Privada,CAROLINA,3.13,265
2010-2011,Masculino,Publica,RUM,3.7,345
2009-2010,Masculino,Publica,RUM,3.84,335
2010-2011,Femenino,Publica,HUMACAO,3.62,291
2009-2010,Masculino,Privada,BAYAMON,2.63,251
2013-2014,Femenino,Publica,AGUADILLA,3.76,304
2011-2012,Femenino,Publica,RUM,4,329
2009-2010,Femenino,Publica,PONCE,3.7,255
2011-2012,Masculino,Publica,RUM,3.8,322
2009-2010,Femenino,Publica,RIOPIEDRAS,3.96,339
2009-2010,Femenino,Publica,CAYEY,3.91,291
2009-2010,Masculino,Publica,PONCE,3.61,351
2010-2011,Femenino,Publica,ARECIBO,3.97,304
2009-2010,Femenino,Publica,PONCE,3.78,325
2012-2013,Femenino,Publica,UTUADO,3.25,236
2012-2013,Masculino,Estados Unidos,UTUADO,3.04,259
2011-2012,Femenino,Privada,RIOPIEDRAS,2.9,288
2010-2011,Femenino,Privada,RIOPIEDRAS,3.86,334
2013-2014,Masculino,Publica,CAROLINA,,271
2011-2012,Femenino,Estados Unidos,CAROLINA,3.3,237
2010-2011,Masculino,Privada,ARECIBO,2.67,214
2012-2013,Femenino,Publica,CAROLINA,3.88,287
2009-2010,Femenino,Publica,ARECIBO,3.27,250
2011-2012,Masculino,Privada,HUMACAO,3.42,260
2009-2010,Femenino,Privada,RIOPIEDRAS,3.81,328
2009-2010,Femenino,Publica,CAROLINA,3.47,285
2013-2014,Masculino,Privada,HUMACAO,3.58,265
2009-2010,Femenino,Publica,CAROLINA,3.39,256
2011-2012,Femenino,Privada,CAROLINA,2.73,239
2011-2012,Femenino,Privada,BAYAMON,3.45,294
2010-2011,Masculino,Privada,PONCE,3.85,329
2009-2010,Masculino,Publica,CAROLINA,3.03,268
2009-2010,Femenino,Privada,BAYAMON,3.74,296
2009-2010,Masculino,Privada,RIOPIEDRAS,3.97,337
2010-2011,Masculino,Publica,RUM,3.85,341
2013-2014,Masculino,Homeschooling,ARECIBO,3.4,311
2010-2011,Femenino,Publica,BAYAMON,3.69,341
2010-2011,Masculino,Publica,CAROLINA,2.87,280
2010-2011,Masculino,Publica,BAYAMON,3.85,341
2009-2010,Masculino,Privada,UTUADO,2.64,213
2009-2010,Femenino,Publica,HUMACAO,3.7,337
2013-2014,Masculino,Privada,BAYAMON,2.99,250
2010-2011,Masculino,Publica,RUM,4,345
2012-2013,Masculino,Publica,AGUADILLA,4,341
2009-2010,Femenino,Privada,BAYAMON,3.34,292
2012-2013,Masculino,Publica,ARECIBO,3.71,264
2013-2014,Masculino,Privada,RIOPIEDRAS,3.35,298
2012-2013,Femenino,Privada,RIOPIEDRAS,3.52,297
2012-2013,Masculino,Privada,BAYAMON,3.59,237
2009-2010,Masculino,Publica,RIOPIEDRAS,2.82,275
2010-2011,Masculino,Privada,UTUADO,3.42,248
2012-2013,Masculino,Publica,RUM,4,341
2013-2014,Femenino,Publica,UTUADO,2.41,204
2013-2014,Femenino,Publica,AGUADILLA,4,315
2011-2012,Masculino,Publica,RUM,3.85,316
2012-2013,Femenino,Privada,RIOPIEDRAS,3.94,350
2010-2011,Femenino,Privada,RIOPIEDRAS,3.93,356
2013-2014,Masculino,Privada,BAYAMON,3.52,277
2013-2014,Masculino,Publica,RIOPIEDRAS,3.89,326
2010-2011,Femenino,Privada,RIOPIEDRAS,3.68,279
2010-2011,Femenino,Privada,RIOPIEDRAS,3.95,328
2011-2012,Femenino,Privada,RIOPIEDRAS,4,341
2010-2011,Femenino,Privada,RIOPIEDRAS,3.94,317
2011-2012,Masculino,Publica,ARECIBO,3.85,316
2010-2011,Masculino,Privada,RIOPIEDRAS,3.57,294
2013-2014,Masculino,Privada,BAYAMON,3.52,277
2009-2010,Femenino,Publica,RIOPIEDRAS,3.52,272
2009-2010,Femenino,Privada,RIOPIEDRAS,3.62,269
2011-2012,Femenino,Privada,BAYAMON,3.52,313
2013-2014,Femenino,Privada,RIOPIEDRAS,3.63,325
2010-2011,Femenino,Privada,ARECIBO,3.02,253
2009-2010,Masculino,Publica,HUMACAO,3.55,303
2009-2010,Femenino,Privada,RIOPIEDRAS,3.72,288
2010-2011,Femenino,Privada,CAROLINA,3.5,316
2010-2011,Masculino,Privada,BAYAMON,3.81,324
2012-2013,Masculino,Publica,ARECIBO,3.22,306
2012-2013,Femenino,Publica,RUM,3.57,273
2010-2011,Femenino,Publica,ARECIBO,3.79,324
2013-2014,Masculino,Publica,RIOPIEDRAS,4,331
2013-2014,Masculino,Privada,UTUADO,3.34,264
2012-2013,Femenino,Privada,PONCE,3.8,252
2013-2014,Masculino,Privada,RUM,4,357
2012-2013,Femenino,Privada,RUM,3.68,325
2013-2014,Femenino,Privada,RIOPIEDRAS,3.73,309
2012-2013,Femenino,Publica,CAYEY,3.94,310
2009-2010,Masculino,Publica,BAYAMON,3.61,290
2010-2011,Masculino,Publica,BAYAMON,3.54,317
2009-2010,Masculino,Privada,CAYEY,4,374
2009-2010,Femenino,Privada,CAYEY,3.51,344
2010-2011,Femenino,Privada,RIOPIEDRAS,3.6,292
2010-2011,Femenino,Privada,BAYAMON,3.49,298
2013-2014,Masculino,Privada,CAROLINA,3.84,274
2010-2011,Masculino,Publica,UTUADO,3.39,236
2013-2014,Femenino,Privada,RIOPIEDRAS,3.41,306
2010-2011,Masculino,Publica,RUM,3.47,306
2013-2014,Femenino,Publica,AGUADILLA,3.39,240
2012-2013,Femenino,Publica,RUM,4,333
2009-2010,Femenino,Privada,RIOPIEDRAS,3.38,316
2013-2014,Masculino,Publica,RIOPIEDRAS,3.29,314
2012-2013,Femenino,Publica,HUMACAO,3.89,290
2012-2013,Femenino,Privada,RIOPIEDRAS,4,358
2011-2012,Masculino,Privada,BAYAMON,2.51,234
2012-2013,Femenino,Publica,ARECIBO,3.94,296
2011-2012,Masculino,Publica,CAYEY,3.97,336
2013-2014,Masculino,Publica,RUM,3.89,342
2013-2014,Masculino,Privada,CAYEY,3.91,351
2010-2011,Femenino,Publica,ARECIBO,4,314
2009-2010,Masculino,Publica,RIOPIEDRAS,3.27,335
2012-2013,Femenino,Publica,BAYAMON,3.73,309
2010-2011,Femenino,Privada,RIOPIEDRAS,3.44,303
2009-2010,Masculino,Privada,UTUADO,2.67,211
2011-2012,Femenino,Privada,CAYEY,2.52,202
2009-2010,Masculino,Privada,RUM,4,372
2013-2014,Masculino,Privada,RIOPIEDRAS,3.44,309
2012-2013,Masculino,Publica,CAYEY,3.69,303
2011-2012,Masculino,Privada,BAYAMON,3.05,273
2009-2010,Femenino,Publica,BAYAMON,3.13,267
2010-2011,Femenino,Publica,UTUADO,3.27,239
2009-2010,Femenino,Privada,HUMACAO,3.36,269
2009-2010,Femenino,Publica,CAROLINA,3.21,253
2009-2010,Femenino,Privada,HUMACAO,4,267
2009-2010,Masculino,Privada,RUM,3.04,254
2011-2012,Masculino,Publica,RUM,3.96,349
2011-2012,Masculino,Privada,BAYAMON,3.11,256
2012-2013,Masculino,Publica,RUM,4,292
2012-2013,Femenino,Publica,ARECIBO,3.83,283
2012-2013,Femenino,Privada,CAROLINA,3.08,263
2012-2013,Femenino,Publica,CAROLINA,3.89,290
2011-2012,Masculino,Publica,HUMACAO,3.73,294
2012-2013,Femenino,Publica,CAROLINA,3.94,291
2010-2011,Femenino,Privada,BAYAMON,3.78,263
2012-2013,Masculino,Publica,CAYEY,3.69,303
2013-2014,Masculino,Publica,UTUADO,3.03,263
2013-2014,Femenino,Publica,CAYEY,3.9,335
2009-2010,Femenino,Publica,UTUADO,2.93,244
2010-2011,Masculino,Privada,RIOPIEDRAS,3.96,310
2009-2010,Masculino,Publica,RIOPIEDRAS,2.97,286
2010-2011,Femenino,Privada,CAROLINA,3.24,260
2010-2011,Masculino,Publica,ARECIBO,3.03,250
2009-2010,Femenino,Publica,CAYEY,3.93,309
2010-2011,Masculino,Privada,HUMACAO,3.91,283
2009-2010,Masculino,Publica,RUM,3.4,311
2009-2010,Femenino,Publica,RUM,4,331
2009-2010,Masculino,Privada,CAYEY,2.79,271
2010-2011,Femenino,Estados Unidos,CAROLINA,3.85,292
2013-2014,Femenino,Privada,RIOPIEDRAS,3.71,301
2011-2012,Masculino,Publica,HUMACAO,3.59,264
2011-2012,Femenino,Publica,RIOPIEDRAS,3.85,349
2011-2012,Femenino,Privada,RIOPIEDRAS,3.3,300
2011-2012,Femenino,Privada,RIOPIEDRAS,3.61,290
2013-2014,Femenino,Privada,RUM,4,374
2009-2010,Femenino,Publica,RUM,4,331
2012-2013,Femenino,Privada,HUMACAO,3.86,310
2012-2013,Femenino,Privada,CAROLINA,3.06,241
2009-2010,Femenino,Publica,HUMACAO,4,304
2011-2012,Masculino,Publica,UTUADO,3.21,254
2012-2013,Femenino,Publica,BAYAMON,3.82,272
2010-2011,Masculino,Publica,HUMACAO,3.94,340
2010-2011,Femenino,Privada,RIOPIEDRAS,3.59,360
2010-2011,Femenino,Privada,RIOPIEDRAS,3.72,314
2009-2010,Masculino,Privada,RIOPIEDRAS,3.61,352
2010-2011,Masculino,Privada,RIOPIEDRAS,3.2,278
2011-2012,Femenino,Publica,CAROLINA,3.97,313
2009-2010,Masculino,Publica,RIOPIEDRAS,3.85,349
2009-2010,Masculino,Publica,RIOPIEDRAS,3.93,319
2010-2011,Femenino,Publica,BAYAMON,3.97,313
2009-2010,Femenino,Privada,RIOPIEDRAS,3.75,298
2012-2013,Masculino,Publica,UTUADO,3.97,329
2009-2010,Masculino,Publica,HUMACAO,3.27,273
2013-2014,Femenino,Privada,RIOPIEDRAS,3.77,367
2009-2010,Masculino,Publica,RUM,3.85,349
2011-2012,Femenino,Privada,RIOPIEDRAS,3.98,356
2013-2014,Femenino,Publica,BAYAMON,3.74,253
2010-2011,Femenino,Privada,RIOPIEDRAS,3.83,359
2013-2014,Masculino,Publica,HUMACAO,4,361
2013-2014,Masculino,Publica,UTUADO,3.63,233
2011-2012,Masculino,Privada,RUM,3.02,294
2009-2010,Femenino,Privada,RUM,3.55,292
2010-2011,Femenino,Publica,HUMACAO,3.05,264
2011-2012,Masculino,Publica,RUM,4,351
2009-2010,Femenino,Privada,RUM,3.89,343
2009-2010,Femenino,Privada,AGUADILLA,3.55,292
2011-2012,Masculino,Privada,RUM,2.62,277
2009-2010,Femenino,Publica,RUM,3.33,273
2013-2014,Femenino,Publica,UTUADO,2.97,245
2013-2014,Masculino,Publica,CAYEY,4,361
2011-2012,Femenino,Publica,ARECIBO,3.86,284
2013-2014,Masculino,Foranea,RIOPIEDRAS,3.88,323
2011-2012,Masculino,Publica,HUMACAO,3.81,312
2013-2014,Femenino,Publica,AGUADILLA,3.42,296
2013-2014,Masculino,Privada,CAROLINA,2.76,253
2010-2011,Femenino,Publica,RIOPIEDRAS,3.75,291
2013-2014,Femenino,Privada,UTUADO,3.19,265
2009-2010,Femenino,Publica,RUM,3.69,261
2013-2014,Femenino,Publica,AGUADILLA,3.31,259
2009-2010,Masculino,Publica,CAROLINA,3.63,309
2013-2014,Femenino,Privada,RIOPIEDRAS,3.88,333
2010-2011,Femenino,Privada,HUMACAO,3.63,273
2012-2013,Femenino,Publica,AGUADILLA,4,342
2011-2012,Femenino,Publica,CAYEY,3.83,304
2010-2011,Femenino,Publica,RIOPIEDRAS,3.66,289
2013-2014,Femenino,Publica,HUMACAO,3.8,297
2010-2011,Masculino,Privada,HUMACAO,3.48,316
2010-2011,Femenino,Privada,RIOPIEDRAS,3.51,296
2013-2014,Femenino,Privada,RIOPIEDRAS,3.3,316
2009-2010,Masculino,Publica,HUMACAO,3.21,283
2010-2011,Femenino,Privada,HUMACAO,3.57,304
2009-2010,Femenino,Privada,RIOPIEDRAS,2.91,221
2013-2014,Femenino,Privada,RIOPIEDRAS,3.88,333
2011-2012,Masculino,Publica,HUMACAO,3.71,293
2011-2012,Masculino,Publica,BAYAMON,3.71,293
2012-2013,Masculino,Privada,ARECIBO,2.97,253
2011-2012,Masculino,Publica,HUMACAO,3.81,310
2012-2013,Masculino,Privada,RIOPIEDRAS,3.52,312
2012-2013,Masculino,Privada,ARECIBO,3.06,267
2012-2013,Masculino,Publica,RUM,4,339
2009-2010,Femenino,Privada,RIOPIEDRAS,3.83,320
2009-2010,Femenino,Publica,RUM,3.95,285
2012-2013,Femenino,Privada,RUM,3.63,316
2009-2010,Masculino,Publica,BAYAMON,3.8,343
2009-2010,Femenino,Privada,RIOPIEDRAS,3.92,330
2011-2012,Masculino,Privada,HUMACAO,3.34,295
2013-2014,Masculino,Publica,ARECIBO,3.16,259
2010-2011,Femenino,Publica,BAYAMON,4,268
2010-2011,Femenino,Publica,HUMACAO,3.22,287
2010-2011,Femenino,Privada,RIOPIEDRAS,3.97,355
2010-2011,Femenino,Publica,AGUADILLA,3.45,277
2010-2011,Femenino,Publica,ARECIBO,3.25,268
2009-2010,Femenino,Publica,AGUADILLA,3.26,279
2009-2010,Femenino,Privada,RIOPIEDRAS,3.76,315
2012-2013,Femenino,Privada,AGUADILLA,3.63,316
2012-2013,Masculino,Publica,AGUADILLA,3.66,327
2009-2010,Femenino,Privada,RIOPIEDRAS,3.83,320
2009-2010,Masculino,Privada,BAYAMON,2.71,280
2010-2011,Femenino,Publica,CAYEY,3.22,287
2009-2010,Masculino,Publica,RUM,3.67,318
2010-2011,Femenino,Privada,BAYAMON,3.5,283
2011-2012,Femenino,Publica,PONCE,3.77,273
2010-2011,Femenino,Privada,RIOPIEDRAS,3.53,318
2012-2013,Femenino,Privada,CAROLINA,3.54,240
2009-2010,Femenino,Publica,UTUADO,3.27,231
2010-2011,Masculino,Publica,RIOPIEDRAS,3.57,276
2012-2013,Femenino,Privada,CAROLINA,3.86,330
2012-2013,Femenino,Privada,CAROLINA,3.54,240
2012-2013,Femenino,Privada,RIOPIEDRAS,4,360
2011-2012,Femenino,Publica,UTUADO,3.17,218
2011-2012,Masculino,Publica,UTUADO,2.45,214
2010-2011,Femenino,Privada,RUM,2.98,282
2009-2010,Femenino,Publica,ARECIBO,3.06,246
2013-2014,Masculino,Privada,BAYAMON,3.73,319
2009-2010,Femenino,Publica,HUMACAO,4,357
2013-2014,Femenino,Foranea,CAROLINA,4,294
2010-2011,Femenino,Publica,RIOPIEDRAS,3.76,295
2012-2013,Masculino,Privada,RUM,3.96,370
2010-2011,Masculino,Privada,RUM,3.39,332
2010-2011,Femenino,Publica,RUM,4,307
2010-2011,Femenino,Publica,RUM,3.14,253
2011-2012,Femenino,Privada,RIOPIEDRAS,3.82,275
2012-2013,Femenino,Publica,ARECIBO,3.52,269
2011-2012,Femenino,Foranea,RIOPIEDRAS,3.98,350
2009-2010,Masculino,Publica,CAROLINA,2.84,287
2010-2011,Masculino,Privada,BAYAMON,2.93,251
2010-2011,Femenino,Publica,CAYEY,4,323
2010-2011,Femenino,Privada,RIOPIEDRAS,3.55,302
2009-2010,Masculino,Publica,AGUADILLA,3.42,266
2013-2014,Femenino,Publica,PONCE,4,281
2009-2010,Masculino,Publica,PONCE,3.48,263
2009-2010,Femenino,Privada,RUM,4,363
2013-2014,Femenino,Privada,RUM,3.83,317
2009-2010,Masculino,Publica,PONCE,3.83,302
2012-2013,Masculino,Publica,CAYEY,4,294
2009-2010,Femenino,Privada,PONCE,3.86,320
2009-2010,Femenino,Publica,HUMACAO,3.66,282
2009-2010,Femenino,Publica,AGUADILLA,3.07,251
2009-2010,Masculino,Publica,AGUADILLA,3.97,309
2010-2011,Femenino,Privada,RIOPIEDRAS,3.45,284
2010-2011,Femenino,Publica,CAYEY,3.97,362
2009-2010,Femenino,Privada,HUMACAO,2.7,259
2009-2010,Femenino,Publica,RUM,3.29,240
2010-2011,Masculino,Privada,RIOPIEDRAS,3.98,362
2009-2010,Femenino,Publica,HUMACAO,4,336
2011-2012,Femenino,Privada,HUMACAO,3.67,312
2013-2014,Masculino,Privada,RIOPIEDRAS,2.98,274
2012-2013,Masculino,Privada,RIOPIEDRAS,3.4,335
2010-2011,Femenino,Publica,AGUADILLA,3.8,311
2011-2012,Masculino,Publica,UTUADO,3.29,232
2012-2013,Masculino,Privada,RUM,3.24,269
2009-2010,Femenino,Publica,RUM,3.58,278
2011-2012,Femenino,Privada,BAYAMON,3,257
2010-2011,Femenino,Publica,CAYEY,3.59,283
2009-2010,Femenino,Publica,RUM,3.64,338
2010-2011,Masculino,Publica,ARECIBO,3.41,260
2009-2010,Femenino,Estados Unidos,RUM,3.58,345
2009-2010,Femenino,Publica,AGUADILLA,3.45,269
2013-2014,Femenino,Publica,AGUADILLA,3.43,273
2010-2011,Femenino,Publica,CAROLINA,3.7,312
2009-2010,Femenino,Privada,RIOPIEDRAS,3.63,323
2013-2014,Femenino,Publica,CAYEY,3.53,283
2010-2011,Femenino,Publica,CAROLINA,3.57,256
2012-2013,Femenino,Publica,CAROLINA,3.7,289
2010-2011,Femenino,Publica,UTUADO,3.32,255
2010-2011,Masculino,Publica,ARECIBO,3.89,283
2009-2010,Femenino,Privada,BAYAMON,3.63,323
2012-2013,Masculino,Publica,HUMACAO,4,343
2013-2014,Masculino,Publica,CAYEY,4,322
2011-2012,Masculino,Publica,HUMACAO,3.3,253
2012-2013,Femenino,Publica,BAYAMON,3.97,327
2012-2013,Masculino,Privada,RUM,3.79,340
2010-2011,Femenino,Publica,PONCE,3.73,265
2009-2010,Masculino,Privada,UTUADO,2.63,218
2010-2011,Femenino,Publica,HUMACAO,3.57,256
2012-2013,Femenino,Privada,RIOPIEDRAS,3.84,350
2011-2012,Masculino,Privada,BAYAMON,3.57,300
2012-2013,Femenino,Publica,HUMACAO,3.88,325
2013-2014,Femenino,Publica,CAYEY,3.73,291
2009-2010,Femenino,Publica,RIOPIEDRAS,4,324
2012-2013,Femenino,Privada,HUMACAO,3.63,260
2009-2010,Femenino,Publica,UTUADO,3.43,261
2010-2011,Femenino,Publica,ARECIBO,4,331
2013-2014,Masculino,Privada,RUM,3.66,337
2012-2013,Masculino,Privada,CAROLINA,4,358
2011-2012,Femenino,Publica,RUM,3.94,320
2009-2010,Femenino,Publica,BAYAMON,3.83,298
2010-2011,Femenino,Publica,RIOPIEDRAS,3.71,314
2011-2012,Masculino,Publica,BAYAMON,3.86,329
2009-2010,Femenino,Publica,ARECIBO,2.87,234
2010-2011,Masculino,Publica,RIOPIEDRAS,3.47,300
2013-2014,Femenino,Privada,RIOPIEDRAS,3.66,296
2012-2013,Masculino,Publica,BAYAMON,3.35,250
2012-2013,Masculino,Privada,BAYAMON,3.6,324
2012-2013,Masculino,Privada,RUM,3.94,331
2010-2011,Masculino,Publica,RUM,3.6,308
2011-2012,Masculino,Publica,AGUADILLA,2.67,258
2010-2011,Masculino,Privada,RUM,3,252
2009-2010,Masculino,Privada,RIOPIEDRAS,3.03,279
2011-2012,Masculino,Privada,RUM,3.29,333
2009-2010,Femenino,Publica,BAYAMON,4,372
2009-2010,Femenino,Publica,RUM,3.62,299
2012-2013,Femenino,Privada,PONCE,3.95,324
2009-2010,Masculino,Publica,AGUADILLA,3.39,236
2009-2010,Femenino,Publica,CAROLINA,3.78,271
2013-2014,Masculino,Privada,RUM,3.04,280
2010-2011,Femenino,Publica,UTUADO,3.55,261
2010-2011,Femenino,Publica,AGUADILLA,3.82,304
2012-2013,Masculino,Estados Unidos,PONCE,3.45,269
2012-2013,Masculino,Publica,RUM,3.83,312
2013-2014,Femenino,Privada,PONCE,3.17,246
2012-2013,Femenino,Privada,RIOPIEDRAS,4,352
2010-2011,Masculino,Privada,RIOPIEDRAS,3.83,331
2013-2014,Masculino,Privada,BAYAMON,3.04,280
2010-2011,Femenino,Privada,RUM,3.93,304
2013-2014,Masculino,Publica,RUM,3.94,331
2010-2011,Masculino,Privada,ARECIBO,2.36,253
2009-2010,Masculino,Privada,UTUADO,3.07,234
2009-2010,Femenino,Publica,UTUADO,3.39,228
2012-2013,Femenino,Publica,PONCE,3.85,312
2013-2014,Masculino,Privada,BAYAMON,2.93,260
2010-2011,Masculino,Publica,RIOPIEDRAS,4,370
2013-2014,Masculino,Publica,RUM,3.93,331
2010-2011,Masculino,Publica,CAYEY,4,312
2009-2010,Masculino,Publica,RIOPIEDRAS,3.09,287
2013-2014,Masculino,Privada,RUM,2.95,309
2012-2013,Femenino,Privada,BAYAMON,3.48,251
2010-2011,Femenino,Privada,RIOPIEDRAS,4,298
2009-2010,Femenino,Publica,RUM,2.45,247
2012-2013,Masculino,Publica,RIOPIEDRAS,3.87,292
2011-2012,Masculino,Privada,RIOPIEDRAS,2.96,289
2012-2013,Masculino,Publica,RUM,3.61,275
2009-2010,Masculino,Privada,RIOPIEDRAS,3.1,297
2013-2014,Masculino,Privada,UTUADO,3.4,273
2012-2013,Femenino,Privada,RUM,3.3,340
2012-2013,Femenino,Publica,ARECIBO,3.86,316
2012-2013,Femenino,Publica,AGUADILLA,3.83,275
2013-2014,Masculino,Privada,AGUADILLA,3.4,273
2010-2011,Masculino,Privada,RUM,3.52,321
2012-2013,Masculino,Publica,RIOPIEDRAS,4,349
2011-2012,Femenino,Privada,PONCE,3.88,300
2009-2010,Masculino,Publica,UTUADO,3.27,230
2013-2014,Masculino,Publica,RUM,4,352
2010-2011,Femenino,Publica,PONCE,3.81,259
2012-2013,Femenino,Publica,AGUADILLA,3.83,275
2011-2012,Masculino,Publica,CAROLINA,3.38,250
2013-2014,Masculino,Privada,RUM,3.9,343
2010-2011,Masculino,Publica,BAYAMON,3.17,292
2013-2014,Femenino,Privada,RIOPIEDRAS,4,358
2010-2011,Femenino,Privada,RIOPIEDRAS,4,344
2013-2014,Femenino,Estados Unidos,RUM,3.92,331
2012-2013,Masculino,Privada,BAYAMON,3.97,325
2009-2010,Masculino,Privada,BAYAMON,3.04,278
2012-2013,Masculino,Privada,RUM,3.33,298
2009-2010,Femenino,Publica,AGUADILLA,3.53,265
2012-2013,Masculino,Privada,RUM,2.69,261
2013-2014,Femenino,Privada,BAYAMON,3.06,242
2013-2014,Femenino,Privada,ARECIBO,3.2,248
2009-2010,Femenino,Privada,RIOPIEDRAS,3.85,290
2009-2010,Masculino,Publica,BAYAMON,2.94,253
2010-2011,Femenino,Publica,RIOPIEDRAS,4,345
2010-2011,Femenino,Privada,ARECIBO,4,317
2009-2010,Femenino,Privada,RIOPIEDRAS,3.25,277
2011-2012,Femenino,Privada,RIOPIEDRAS,3.29,302
2013-2014,Femenino,Privada,RIOPIEDRAS,4,350
2013-2014,Femenino,Privada,PONCE,3.56,279
2009-2010,Femenino,Privada,AGUADILLA,3.94,320
2009-2010,Femenino,Publica,CAROLINA,3.81,296
2009-2010,Femenino,Privada,ARECIBO,3.94,320
2010-2011,Femenino,Privada,RIOPIEDRAS,3.73,346
2012-2013,Femenino,Privada,RUM,4,349
2011-2012,Masculino,Estados Unidos,RUM,3.15,269
2009-2010,Masculino,Privada,RUM,3.39,331
2009-2010,Femenino,Privada,PONCE,3.98,328
2013-2014,Femenino,Publica,RIOPIEDRAS,4,298
2013-2014,Femenino,Privada,RIOPIEDRAS,3.7,308
2012-2013,Masculino,Publica,CAROLINA,3.79,305
2009-2010,Femenino,Privada,RUM,3.58,319
2009-2010,Femenino,Privada,RUM,3.37,292
2011-2012,Femenino,Privada,CAROLINA,3.58,234
2011-2012,Masculino,Publica,RIOPIEDRAS,3.88,333
2010-2011,Masculino,Publica,AGUADILLA,3.42,281
2009-2010,Femenino,Publica,RUM,3.33,319
2010-2011,Masculino,Privada,AGUADILLA,3.62,263
2010-2011,Femenino,Publica,PONCE,3.38,283
2009-2010,Masculino,Publica,AGUADILLA,2.61,244
2010-2011,Masculino,Privada,RIOPIEDRAS,3.6,296
2009-2010,Femenino,Publica,RUM,3.33,319
2012-2013,Femenino,Publica,AGUADILLA,3.9,267
2009-2010,Masculino,Privada,RIOPIEDRAS,3.6,351
2012-2013,Femenino,Publica,AGUADILLA,3.4,294
2011-2012,Femenino,Publica,RUM,4,289
2010-2011,Masculino,Privada,RIOPIEDRAS,3.6,296
2011-2012,Femenino,Privada,AGUADILLA,3.53,248
2011-2012,Femenino,Privada,AGUADILLA,4,346
